0 	 7.290000e+02 	 7.290000e+02
1 	 4.860000e+02 	 1.215000e+03
2 	 3.240000e+02 	 1.539000e+03
3 	 2.160000e+02 	 1.755000e+03
4 	 1.440000e+02 	 1.899000e+03
5 	 9.600002e+01 	 1.995000e+03
6 	 6.400002e+01 	 2.059000e+03
7 	 4.266668e+01 	 2.101667e+03
8 	 2.844445e+01 	 2.130111e+03
9 	 1.896297e+01 	 2.149074e+03
10 	 1.264198e+01 	 2.161716e+03
11 	 8.427986e+00 	 2.170144e+03
12 	 5.618658e+00 	 2.175763e+03
13 	 3.745772e+00 	 2.179509e+03
14 	 2.497181e+00 	 2.182006e+03
15 	 1.664788e+00 	 2.183671e+03
16 	 1.109858e+00 	 2.184781e+03
17 	 7.399057e-01 	 2.185520e+03
18 	 4.932705e-01 	 2.186014e+03
19 	 3.288470e-01 	 2.186343e+03
20 	 2.192313e-01 	 2.186562e+03
