0 6.00
1 18.00
2 36.00
3 60.00
4 90.00
5 126.00
6 168.00
7 216.00
8 270.00
9 330.00
10 396.00
11 468.00
12 546.00
13 630.00
14 720.00
15 816.00
16 918.00
17 1026.00
18 1140.00
19 1260.00
20 1386.00
21 1518.00
22 1656.00
23 1800.00
24 1950.00
25 2106.00
26 2268.00
27 2436.00
28 2610.00
29 2790.00
30 2976.00
31 3168.00
32 3366.00
33 3570.00
34 3780.00
35 3996.00
36 4218.00
37 4446.00
38 4680.00
39 4920.00
40 5166.00
41 5418.00
42 5676.00
43 5940.00
44 6210.00
45 6486.00
46 6768.00
47 7056.00
48 7350.00
49 7650.00
