0 	 7.000000e+00 	 1.800000e+01
1 	 1.300000e+01 	 1.550000e+01
2 	 1.900000e+01 	 1.300000e+01
3 	 2.500000e+01 	 1.050000e+01
4 	 3.100000e+01 	 8.000000e+00
5 	 3.700000e+01 	 5.500000e+00
6 	 4.300000e+01 	 3.000000e+00
7 	 4.900000e+01 	 5.000000e-01
8 	 5.500000e+01 	 -2.000000e+00
9 	 6.100000e+01 	 -4.500000e+00
10 	 6.700000e+01 	 -7.000000e+00
11 	 7.300000e+01 	 -9.500000e+00
12 	 7.900000e+01 	 -1.200000e+01
13 	 8.500000e+01 	 -1.450000e+01
14 	 9.100000e+01 	 -1.700000e+01
15 	 9.700000e+01 	 -1.950000e+01
16 	 1.030000e+02 	 -2.200000e+01
17 	 1.090000e+02 	 -2.450000e+01
18 	 1.150000e+02 	 -2.700000e+01
19 	 1.210000e+02 	 -2.950000e+01
20 	 1.270000e+02 	 -3.200000e+01
