Values for stem plot of x_1(n):
0 10.00
1 7.00
2 4.00
3 1.00
4 -2.00
5 -5.00
6 -8.00
7 -11.00
8 -14.00
9 -17.00
10 -20.00
11 -23.00
12 -26.00
13 -29.00
14 -32.00
15 -35.00
16 -38.00
17 -41.00
18 -44.00
19 -47.00
20 -50.00
21 -53.00
22 -56.00
23 -59.00
24 -62.00
25 -65.00
26 -68.00
27 -71.00
28 -74.00
29 -77.00
30 -80.00
31 -83.00
32 -86.00

Values for stem plot of x_2(n):
0 -3.00
1 -0.50
2 2.00
3 4.50
4 7.00
5 9.50
6 12.00
7 14.50
8 17.00
9 19.50
10 22.00
11 24.50
12 27.00
13 29.50
14 32.00
15 34.50
16 37.00
17 39.50
18 42.00
19 44.50
20 47.00
